Ligand,Receptor,TF,Target
LAMA2,CD44,SMAD4,FKBP4
LAMA2,CD44,SMAD4,FN1
LAMA2,CD44,SMAD4,GPNMB
LAMA2,CD44,SMAD4,GPRC5A
LAMA2,CD44,SMAD4,PAFAH1B3
LAMA2,CD44,SMAD4,TGFBR2
LAMA2,CD44,TWIST1,FN1
LAMA2,CD44,TWIST1,MMP2
LAMA2,ITGB4,CTNNB1,PTPRF
LAMA2,ITGB4,CTNNB1,TGFBR2
LAMA2,ITGB4,NFKB1,FN1
LAMA2,ITGB4,NFKB1,IL1R1
LAMA2,ITGB4,NFKB1,MMP2
LAMA2,ITGB4,NFKB1,VCAN
LAMA2,ITGB4,RELA,FN1
LAMA2,ITGB4,RELA,IL1R1
LAMA2,ITGB4,RELA,MMP2
LAMA2,ITGB4,RELA,VCAN
LPL,SDC1,ABL1,CDKN1B
LPL,SDC1,ABL1,YWHAH
LPL,SDC1,AR,CDKN1B
LPL,SDC1,AR,FKBP4
LPL,SDC1,AR,FN1
LPL,SDC1,AR,GPRC5A
LPL,SDC1,AR,MLPH
LPL,SDC1,AR,MMP2
LPL,SDC1,AR,PTPRF
LPL,SDC1,AR,SPARC
LPL,SDC1,AR,TGFBR2
LPL,SDC1,AR,TUBA1C
LPL,SDC1,AR,VCAN
LPL,SDC1,AR,YWHAH
LPL,SDC1,CTNNB1,PTPRF
LPL,SDC1,CTNNB1,TGFBR2
LPL,SDC1,NFKB1,FN1
LPL,SDC1,NFKB1,IL1R1
LPL,SDC1,NFKB1,MMP2
LPL,SDC1,NFKB1,VCAN
LPL,SDC1,RELA,FN1
LPL,SDC1,RELA,IL1R1
LPL,SDC1,RELA,MMP2
LPL,SDC1,RELA,VCAN
LPL,CD44,CTNNB1,PTPRF
LPL,CD44,CTNNB1,TGFBR2
LPL,CD44,NFKB1,FN1
LPL,CD44,NFKB1,IL1R1
LPL,CD44,NFKB1,MMP2
LPL,CD44,NFKB1,VCAN
LPL,CD44,RELA,FN1
LPL,CD44,RELA,IL1R1
LPL,CD44,RELA,MMP2
LPL,CD44,RELA,VCAN
LPL,CD44,SMAD4,FKBP4
LPL,CD44,SMAD4,FN1
LPL,CD44,SMAD4,GPNMB
LPL,CD44,SMAD4,GPRC5A
LPL,CD44,SMAD4,PAFAH1B3
LPL,CD44,SMAD4,TGFBR2
LPL,CD44,TWIST1,FN1
LPL,CD44,TWIST1,MMP2
LTA,LTBR,NFKB1,FN1
LTA,LTBR,NFKB1,IL1R1
LTA,LTBR,NFKB1,MMP2
LTA,LTBR,NFKB1,VCAN
LTA,LTBR,RELA,FN1
LTA,LTBR,RELA,IL1R1
LTA,LTBR,RELA,MMP2
LTA,LTBR,RELA,VCAN
LTA,LTBR,SMURF2,FKBP4
LTA,LTBR,SMURF2,TGFBR2
LTA,LTBR,TNFAIP3,YWHAH
LTA,LTBR,VHL,CDKN1B
LTA,LTBR,VHL,FN1
LTA,LTBR,VHL,SPARC
LTB,CD40,CTNNB1,PTPRF
LTB,CD40,CTNNB1,TGFBR2
LTB,CD40,MED1,YWHAH
LTB,CD40,NFKB1,FN1
LTB,CD40,NFKB1,IL1R1
LTB,CD40,NFKB1,MMP2
LTB,CD40,NFKB1,VCAN
LTB,CD40,RELA,FN1
LTB,CD40,RELA,IL1R1
LTB,CD40,RELA,MMP2
LTB,CD40,RELA,VCAN
LTB,CD40,SMAD4,FKBP4
LTB,CD40,SMAD4,FN1
LTB,CD40,SMAD4,GPNMB
LTB,CD40,SMAD4,GPRC5A
LTB,CD40,SMAD4,PAFAH1B3
LTB,CD40,SMAD4,TGFBR2
LTB,CD40,SP1,CDKN1B
LTB,CD40,SP1,FN1
LTB,CD40,SP1,LAMB2
LTB,CD40,SP1,MMP2
LTB,CD40,SP1,PAFAH1B3
LTB,CD40,SP1,SERPING1
LTB,CD40,SP1,TGFBR2
LTB,CD40,SP1,TUBA1C
LTB,CD40,TNFAIP3,YWHAH
LTB,LTBR,NFKB1,FN1
LTB,LTBR,NFKB1,IL1R1
LTB,LTBR,NFKB1,MMP2
LTB,LTBR,NFKB1,VCAN
LTB,LTBR,RELA,FN1
LTB,LTBR,RELA,IL1R1
LTB,LTBR,RELA,MMP2
LTB,LTBR,RELA,VCAN
LTB,LTBR,SMURF2,FKBP4
LTB,LTBR,SMURF2,TGFBR2
LTB,LTBR,TNFAIP3,YWHAH
LTB,LTBR,VHL,CDKN1B
LTB,LTBR,VHL,FN1
LTB,LTBR,VHL,SPARC
PTPRC,MRC1,CTNNB1,PTPRF
PTPRC,MRC1,CTNNB1,TGFBR2
PTPRC,MRC1,DAB2,TGFBR2
PTPRC,MRC1,NFKB1,FN1
PTPRC,MRC1,NFKB1,IL1R1
PTPRC,MRC1,NFKB1,MMP2
PTPRC,MRC1,NFKB1,VCAN
PTPRC,MRC1,RELA,FN1
PTPRC,MRC1,RELA,IL1R1
PTPRC,MRC1,RELA,MMP2
PTPRC,MRC1,RELA,VCAN
PTPRC,MRC1,SKIL,FN1
PTPRC,MRC1,SKIL,PTPRF
PTPRC,MRC1,SMAD4,FKBP4
PTPRC,MRC1,SMAD4,FN1
PTPRC,MRC1,SMAD4,GPNMB
PTPRC,MRC1,SMAD4,GPRC5A
PTPRC,MRC1,SMAD4,PAFAH1B3
PTPRC,MRC1,SMAD4,TGFBR2
PTPRC,MRC1,SMURF2,FKBP4
PTPRC,MRC1,SMURF2,TGFBR2
SELPLG,ITGAM,CTNNB1,PTPRF
SELPLG,ITGAM,CTNNB1,TGFBR2
SELPLG,ITGAM,NFKB1,FN1
SELPLG,ITGAM,NFKB1,IL1R1
SELPLG,ITGAM,NFKB1,MMP2
SELPLG,ITGAM,NFKB1,VCAN
SELPLG,ITGAM,RELA,FN1
SELPLG,ITGAM,RELA,IL1R1
SELPLG,ITGAM,RELA,MMP2
SELPLG,ITGAM,RELA,VCAN
SELPLG,ITGB2,CTNNB1,PTPRF
SELPLG,ITGB2,CTNNB1,TGFBR2
SELPLG,ITGB2,NFKB1,FN1
SELPLG,ITGB2,NFKB1,IL1R1
SELPLG,ITGB2,NFKB1,MMP2
SELPLG,ITGB2,NFKB1,VCAN
SELPLG,ITGB2,RELA,FN1
SELPLG,ITGB2,RELA,IL1R1
SELPLG,ITGB2,RELA,MMP2
SELPLG,ITGB2,RELA,VCAN
SEMA7A,ITGB1,CTNNB1,PTPRF
SEMA7A,ITGB1,CTNNB1,TGFBR2
SEMA7A,ITGB1,NFKB1,FN1
SEMA7A,ITGB1,NFKB1,IL1R1
SEMA7A,ITGB1,NFKB1,MMP2
SEMA7A,ITGB1,NFKB1,VCAN
SEMA7A,ITGB1,RELA,FN1
SEMA7A,ITGB1,RELA,IL1R1
SEMA7A,ITGB1,RELA,MMP2
SEMA7A,ITGB1,RELA,VCAN
SLIT2,SDC1,ABL1,CDKN1B
SLIT2,SDC1,ABL1,YWHAH
SLIT2,SDC1,AR,CDKN1B
SLIT2,SDC1,AR,FKBP4
SLIT2,SDC1,AR,FN1
SLIT2,SDC1,AR,GPRC5A
SLIT2,SDC1,AR,MLPH
SLIT2,SDC1,AR,MMP2
SLIT2,SDC1,AR,PTPRF
SLIT2,SDC1,AR,SPARC
SLIT2,SDC1,AR,TGFBR2
SLIT2,SDC1,AR,TUBA1C
SLIT2,SDC1,AR,VCAN
SLIT2,SDC1,AR,YWHAH
SLIT2,SDC1,CTNNB1,PTPRF
SLIT2,SDC1,CTNNB1,TGFBR2
SLIT2,SDC1,NFKB1,FN1
SLIT2,SDC1,NFKB1,IL1R1
SLIT2,SDC1,NFKB1,MMP2
SLIT2,SDC1,NFKB1,VCAN
SLIT2,SDC1,RELA,FN1
SLIT2,SDC1,RELA,IL1R1
SLIT2,SDC1,RELA,MMP2
SLIT2,SDC1,RELA,VCAN
SLIT2,ROBO1,ABL1,CDKN1B
SLIT2,ROBO1,ABL1,YWHAH
SLIT2,ROBO1,CTNNB1,PTPRF
SLIT2,ROBO1,CTNNB1,TGFBR2
SLIT2,ROBO1,NFKB1,FN1
SLIT2,ROBO1,NFKB1,IL1R1
SLIT2,ROBO1,NFKB1,MMP2
SLIT2,ROBO1,NFKB1,VCAN
SLIT2,ROBO1,RELA,FN1
SLIT2,ROBO1,RELA,IL1R1
SLIT2,ROBO1,RELA,MMP2
SLIT2,ROBO1,RELA,VCAN
TF,TFRC,CTNNB1,PTPRF
TF,TFRC,CTNNB1,TGFBR2
TF,TFRC,DAB2,TGFBR2
TGFB1,SDC2,ABL1,CDKN1B
TGFB1,SDC2,ABL1,YWHAH
TGFB1,SDC2,AR,CDKN1B
TGFB1,SDC2,AR,FKBP4
TGFB1,SDC2,AR,FN1
TGFB1,SDC2,AR,GPRC5A
TGFB1,SDC2,AR,MLPH
TGFB1,SDC2,AR,MMP2
TGFB1,SDC2,AR,PTPRF
TGFB1,SDC2,AR,SPARC
TGFB1,SDC2,AR,TGFBR2
TGFB1,SDC2,AR,TUBA1C
TGFB1,SDC2,AR,VCAN
TGFB1,SDC2,AR,YWHAH
TGFB1,SDC2,CTNNB1,PTPRF
TGFB1,SDC2,CTNNB1,TGFBR2
TGFB1,SDC2,NFKB1,FN1
TGFB1,SDC2,NFKB1,IL1R1
TGFB1,SDC2,NFKB1,MMP2
TGFB1,SDC2,NFKB1,VCAN
TGFB1,SDC2,RELA,FN1
TGFB1,SDC2,RELA,IL1R1
TGFB1,SDC2,RELA,MMP2
TGFB1,SDC2,RELA,VCAN
TGFB1,SDC2,SP1,CDKN1B
TGFB1,SDC2,SP1,FN1
TGFB1,SDC2,SP1,LAMB2
TGFB1,SDC2,SP1,MMP2
TGFB1,SDC2,SP1,PAFAH1B3
TGFB1,SDC2,SP1,SERPING1
TGFB1,SDC2,SP1,TGFBR2
TGFB1,SDC2,SP1,TUBA1C
TGFB1,ACVRL1,CTNNB1,PTPRF
TGFB1,ACVRL1,CTNNB1,TGFBR2
TGFB1,ACVRL1,DAB2,TGFBR2
TGFB1,ACVRL1,ETS2,FKBP4
TGFB1,ACVRL1,ETS2,GPRC5A
TGFB1,ACVRL1,ETS2,MMP2
TGFB1,ACVRL1,ETS2,TGFBR2
TGFB1,ACVRL1,SKIL,FN1
TGFB1,ACVRL1,SKIL,PTPRF
TGFB1,ACVRL1,SMAD4,FKBP4
TGFB1,ACVRL1,SMAD4,FN1
TGFB1,ACVRL1,SMAD4,GPNMB
TGFB1,ACVRL1,SMAD4,GPRC5A
TGFB1,ACVRL1,SMAD4,PAFAH1B3
TGFB1,ACVRL1,SMAD4,TGFBR2
TGFB1,ACVRL1,SMURF2,FKBP4
TGFB1,ACVRL1,SMURF2,TGFBR2
TGFB1,ACVRL1,SNAI1,FN1
TGFB1,ACVRL1,SNAI1,TGFBR2
TGFB1,ENG,CTNNB1,PTPRF
TGFB1,ENG,CTNNB1,TGFBR2
TGFB1,ENG,DAB2,TGFBR2
TGFB1,ENG,ETS2,FKBP4
TGFB1,ENG,ETS2,GPRC5A
TGFB1,ENG,ETS2,MMP2
TGFB1,ENG,ETS2,TGFBR2
TGFB1,ENG,NFKB1,FN1
TGFB1,ENG,NFKB1,IL1R1
TGFB1,ENG,NFKB1,MMP2
TGFB1,ENG,NFKB1,VCAN
TGFB1,ENG,RELA,FN1
TGFB1,ENG,RELA,IL1R1
TGFB1,ENG,RELA,MMP2
TGFB1,ENG,RELA,VCAN
TGFB1,ENG,SKIL,FN1
TGFB1,ENG,SKIL,PTPRF
TGFB1,ENG,SMAD4,FKBP4
TGFB1,ENG,SMAD4,FN1
TGFB1,ENG,SMAD4,GPNMB
TGFB1,ENG,SMAD4,GPRC5A
TGFB1,ENG,SMAD4,PAFAH1B3
TGFB1,ENG,SMAD4,TGFBR2
TGFB1,ENG,SMURF2,FKBP4
TGFB1,ENG,SMURF2,TGFBR2
TGFB1,ENG,SP1,CDKN1B
TGFB1,ENG,SP1,FN1
TGFB1,ENG,SP1,LAMB2
TGFB1,ENG,SP1,MMP2
TGFB1,ENG,SP1,PAFAH1B3
TGFB1,ENG,SP1,SERPING1
TGFB1,ENG,SP1,TGFBR2
TGFB1,ENG,SP1,TUBA1C
TGFB1,TGFBR1,CTNNB1,PTPRF
TGFB1,TGFBR1,CTNNB1,TGFBR2
TGFB1,TGFBR1,DAB2,TGFBR2
TGFB1,TGFBR1,NFKB1,FN1
TGFB1,TGFBR1,NFKB1,IL1R1
TGFB1,TGFBR1,NFKB1,MMP2
TGFB1,TGFBR1,NFKB1,VCAN
TGFB1,TGFBR1,RELA,FN1
TGFB1,TGFBR1,RELA,IL1R1
TGFB1,TGFBR1,RELA,MMP2
TGFB1,TGFBR1,RELA,VCAN
TGFB1,TGFBR1,SKIL,FN1
TGFB1,TGFBR1,SKIL,PTPRF
TGFB1,TGFBR1,SMAD4,FKBP4
TGFB1,TGFBR1,SMAD4,FN1
TGFB1,TGFBR1,SMAD4,GPNMB
TGFB1,TGFBR1,SMAD4,GPRC5A
TGFB1,TGFBR1,SMAD4,PAFAH1B3
TGFB1,TGFBR1,SMAD4,TGFBR2
TGFB1,TGFBR1,SMURF2,FKBP4
TGFB1,TGFBR1,SMURF2,TGFBR2
TGFB1,TGFBR1,SNAI1,FN1
TGFB1,TGFBR1,SNAI1,TGFBR2
TGFB1,TGFBR2,CTNNB1,PTPRF
TGFB1,TGFBR2,CTNNB1,TGFBR2
TGFB1,TGFBR2,DAB2,TGFBR2
TGFB1,TGFBR2,NFKB1,FN1
TGFB1,TGFBR2,NFKB1,IL1R1
TGFB1,TGFBR2,NFKB1,MMP2
TGFB1,TGFBR2,NFKB1,VCAN
TGFB1,TGFBR2,RELA,FN1
TGFB1,TGFBR2,RELA,IL1R1
TGFB1,TGFBR2,RELA,MMP2
TGFB1,TGFBR2,RELA,VCAN
TGFB1,TGFBR2,SKIL,FN1
TGFB1,TGFBR2,SKIL,PTPRF
TGFB1,TGFBR2,SMAD4,FKBP4
TGFB1,TGFBR2,SMAD4,FN1
TGFB1,TGFBR2,SMAD4,GPNMB
TGFB1,TGFBR2,SMAD4,GPRC5A
TGFB1,TGFBR2,SMAD4,PAFAH1B3
TGFB1,TGFBR2,SMAD4,TGFBR2
TGFB1,TGFBR2,SMURF2,FKBP4
TGFB1,TGFBR2,SMURF2,TGFBR2
TGFB1,TGFBR2,SNAI1,FN1
TGFB1,TGFBR2,SNAI1,TGFBR2
TGFB1,ACVR1B,CTNNB1,PTPRF
TGFB1,ACVR1B,CTNNB1,TGFBR2
TGFB1,ACVR1B,MEN1,CDKN1B
TGFB1,ACVR1B,SKIL,FN1
TGFB1,ACVR1B,SKIL,PTPRF
TGFB1,ACVR1B,SMAD4,FKBP4
TGFB1,ACVR1B,SMAD4,FN1
TGFB1,ACVR1B,SMAD4,GPNMB
TGFB1,ACVR1B,SMAD4,GPRC5A
TGFB1,ACVR1B,SMAD4,PAFAH1B3
TGFB1,ACVR1B,SMAD4,TGFBR2
TGFB1,ACVR1B,SMURF2,FKBP4
TGFB1,ACVR1B,SMURF2,TGFBR2
TGFB1,ACVR1B,SNAI1,FN1
TGFB1,ACVR1B,SNAI1,TGFBR2
TIGIT,PVR,CTNNB1,PTPRF
TIGIT,PVR,CTNNB1,TGFBR2
TIGIT,PVR,NFKB1,FN1
TIGIT,PVR,NFKB1,IL1R1
TIGIT,PVR,NFKB1,MMP2
TIGIT,PVR,NFKB1,VCAN
TIGIT,PVR,RELA,FN1
TIGIT,PVR,RELA,IL1R1
TIGIT,PVR,RELA,MMP2
TIGIT,PVR,RELA,VCAN
TNF,LTBR,NFKB1,FN1
TNF,LTBR,NFKB1,IL1R1
TNF,LTBR,NFKB1,MMP2
TNF,LTBR,NFKB1,VCAN
TNF,LTBR,RELA,FN1
TNF,LTBR,RELA,IL1R1
TNF,LTBR,RELA,MMP2
TNF,LTBR,RELA,VCAN
TNF,LTBR,SMURF2,FKBP4
TNF,LTBR,SMURF2,TGFBR2
TNF,LTBR,TNFAIP3,YWHAH
TNF,LTBR,VHL,CDKN1B
TNF,LTBR,VHL,FN1
TNF,LTBR,VHL,SPARC
TNFSF14,LTBR,NFKB1,FN1
TNFSF14,LTBR,NFKB1,IL1R1
TNFSF14,LTBR,NFKB1,MMP2
TNFSF14,LTBR,NFKB1,VCAN
TNFSF14,LTBR,RELA,FN1
TNFSF14,LTBR,RELA,IL1R1
TNFSF14,LTBR,RELA,MMP2
TNFSF14,LTBR,RELA,VCAN
TNFSF14,LTBR,SMURF2,FKBP4
TNFSF14,LTBR,SMURF2,TGFBR2
TNFSF14,LTBR,TNFAIP3,YWHAH
TNFSF14,LTBR,VHL,CDKN1B
TNFSF14,LTBR,VHL,FN1
TNFSF14,LTBR,VHL,SPARC
TNFSF15,TNFRSF25,AR,CDKN1B
TNFSF15,TNFRSF25,AR,FKBP4
TNFSF15,TNFRSF25,AR,FN1
TNFSF15,TNFRSF25,AR,GPRC5A
TNFSF15,TNFRSF25,AR,MLPH
TNFSF15,TNFRSF25,AR,MMP2
TNFSF15,TNFRSF25,AR,PTPRF
TNFSF15,TNFRSF25,AR,SPARC
TNFSF15,TNFRSF25,AR,TGFBR2
TNFSF15,TNFRSF25,AR,TUBA1C
TNFSF15,TNFRSF25,AR,VCAN
TNFSF15,TNFRSF25,AR,YWHAH
TNFSF15,TNFRSF25,CTNNB1,PTPRF
TNFSF15,TNFRSF25,CTNNB1,TGFBR2
TNFSF15,TNFRSF25,NFKB1,FN1
TNFSF15,TNFRSF25,NFKB1,IL1R1
TNFSF15,TNFRSF25,NFKB1,MMP2
TNFSF15,TNFRSF25,NFKB1,VCAN
TNFSF15,TNFRSF25,RELA,FN1
TNFSF15,TNFRSF25,RELA,IL1R1
TNFSF15,TNFRSF25,RELA,MMP2
TNFSF15,TNFRSF25,RELA,VCAN
TNFSF15,TNFRSF25,TNFAIP3,YWHAH
VCAM1,ITGB1,CTNNB1,PTPRF
VCAM1,ITGB1,CTNNB1,TGFBR2
VCAM1,ITGB1,NFKB1,FN1
VCAM1,ITGB1,NFKB1,IL1R1
VCAM1,ITGB1,NFKB1,MMP2
VCAM1,ITGB1,NFKB1,VCAN
VCAM1,ITGB1,RELA,FN1
VCAM1,ITGB1,RELA,IL1R1
VCAM1,ITGB1,RELA,MMP2
VCAM1,ITGB1,RELA,VCAN
VCAM1,ITGB7,CTNNB1,PTPRF
VCAM1,ITGB7,CTNNB1,TGFBR2
VCAM1,ITGB7,NFKB1,FN1
VCAM1,ITGB7,NFKB1,IL1R1
VCAM1,ITGB7,NFKB1,MMP2
VCAM1,ITGB7,NFKB1,VCAN
VCAM1,ITGB7,RELA,FN1
VCAM1,ITGB7,RELA,IL1R1
VCAM1,ITGB7,RELA,MMP2
VCAM1,ITGB7,RELA,VCAN
VCAM1,ITGB2,CTNNB1,PTPRF
VCAM1,ITGB2,CTNNB1,TGFBR2
VCAM1,ITGB2,NFKB1,FN1
VCAM1,ITGB2,NFKB1,IL1R1
VCAM1,ITGB2,NFKB1,MMP2
VCAM1,ITGB2,NFKB1,VCAN
VCAM1,ITGB2,RELA,FN1
VCAM1,ITGB2,RELA,IL1R1
VCAM1,ITGB2,RELA,MMP2
VCAM1,ITGB2,RELA,VCAN
VEGFC,ITGB1,CTNNB1,PTPRF
VEGFC,ITGB1,CTNNB1,TGFBR2
VEGFC,ITGB1,NFKB1,FN1
VEGFC,ITGB1,NFKB1,IL1R1
VEGFC,ITGB1,NFKB1,MMP2
VEGFC,ITGB1,NFKB1,VCAN
VEGFC,ITGB1,RELA,FN1
VEGFC,ITGB1,RELA,IL1R1
VEGFC,ITGB1,RELA,MMP2
VEGFC,ITGB1,RELA,VCAN
WNT5A,ROR2,CTNNB1,PTPRF
WNT5A,ROR2,CTNNB1,TGFBR2
WNT5A,ROR2,DAB2,TGFBR2
WNT5A,ROR2,MED1,YWHAH
WNT5A,ROR2,NFKB1,FN1
WNT5A,ROR2,NFKB1,IL1R1
WNT5A,ROR2,NFKB1,MMP2
WNT5A,ROR2,NFKB1,VCAN
WNT5A,ROR2,RELA,FN1
WNT5A,ROR2,RELA,IL1R1
WNT5A,ROR2,RELA,MMP2
WNT5A,ROR2,RELA,VCAN
WNT5A,ROR2,SMAD4,FKBP4
WNT5A,ROR2,SMAD4,FN1
WNT5A,ROR2,SMAD4,GPNMB
WNT5A,ROR2,SMAD4,GPRC5A
WNT5A,ROR2,SMAD4,PAFAH1B3
WNT5A,ROR2,SMAD4,TGFBR2
WNT5A,ROR2,SP1,CDKN1B
WNT5A,ROR2,SP1,FN1
WNT5A,ROR2,SP1,LAMB2
WNT5A,ROR2,SP1,MMP2
WNT5A,ROR2,SP1,PAFAH1B3
WNT5A,ROR2,SP1,SERPING1
WNT5A,ROR2,SP1,TGFBR2
WNT5A,ROR2,SP1,TUBA1C
